timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
435014674,1,1,0,1,0,1,1,0,1,1,1,1,0
435520639,1,1,0,1,0,1,1,0,1,1,1,1,0
436027661,1,1,0,1,0,1,1,0,1,1,1,1,0
436533728,1,1,0,1,0,1,1,0,1,1,1,1,0
437039640,1,1,0,1,0,1,1,0,1,1,1,1,0
437545640,1,1,0,1,0,1,1,0,1,1,1,1,0
438051892,1,1,0,1,0,1,1,0,1,1,1,1,0
438557640,1,1,0,1,0,1,1,0,1,1,1,1,0
439063660,1,1,0,1,0,1,1,0,1,1,1,1,0
439569739,1,1,0,1,0,1,1,0,1,1,1,1,0
440075640,1,1,0,1,0,1,1,0,1,1,1,1,0
440582724,1,1,0,1,0,1,1,0,1,1,1,1,0
441088639,1,1,0,1,0,1,1,0,1,1,1,1,0
441594682,1,1,0,1,0,1,1,0,1,1,1,1,0
442100639,1,1,0,1,0,1,1,0,1,1,1,1,0
442607641,1,1,0,1,0,1,1,0,1,1,1,1,0
443113640,1,1,0,1,0,1,1,0,1,1,1,1,0
443619775,1,1,0,1,0,1,1,0,1,1,1,1,0
444126652,1,1,0,1,0,1,1,0,1,1,1,1,0
444632724,1,1,0,1,0,1,1,0,1,1,1,1,0
445138641,1,1,0,1,0,1,1,0,1,1,1,1,0
445644777,1,1,0,1,0,1,1,0,1,1,1,1,0
446150644,1,1,0,1,0,1,1,0,1,1,1,1,0
446656639,1,1,0,1,0,1,1,0,1,1,1,1,0
447162661,1,1,0,1,0,1,1,0,1,1,1,1,0
447668641,1,1,0,1,0,1,1,0,1,1,1,1,0
448174723,1,1,0,1,0,1,1,0,1,1,1,1,0
448680639,1,1,0,1,0,1,1,0,1,1,1,1,0
449186640,1,1,0,1,0,1,1,0,1,1,1,1,0
449692844,1,1,0,1,0,1,1,0,1,1,1,1,0
450198640,1,1,0,1,0,1,1,0,1,1,1,1,0
450704659,1,1,0,1,0,1,1,0,1,1,1,1,0
451210640,1,1,0,1,0,1,1,0,1,1,1,1,0
451716640,1,1,0,1,0,1,1,0,1,1,1,1,0
452223408,1,1,0,1,0,1,1,0,1,1,1,1,0
452728640,1,1,0,1,0,1,1,0,1,1,1,1,0
453234657,1,1,0,1,0,1,1,0,1,1,1,1,0
453740640,1,1,0,1,0,1,1,0,1,1,1,1,0
454246641,1,1,0,1,0,1,1,0,1,1,1,1,0
454752685,1,1,0,1,0,1,1,0,1,1,1,1,0
455258640,1,1,0,1,0,1,1,0,1,1,1,1,0
455764993,1,1,0,1,0,1,1,0,1,1,1,1,0
456270640,1,1,0,1,0,1,1,0,1,1,1,1,0
456776661,1,1,0,1,0,1,1,0,1,1,1,1,0
457282640,1,1,0,1,0,1,1,0,1,1,1,1,0
457788719,1,1,0,1,0,1,1,0,1,1,1,1,0
458294641,1,1,0,1,0,1,1,0,1,1,1,1,0
458800735,1,1,0,1,0,1,1,0,1,1,1,1,0
459306653,1,1,0,1,0,1,1,0,1,1,1,1,0
459812640,1,1,0,1,0,1,1,0,1,1,1,1,0
460319088,1,1,0,1,0,1,1,0,1,1,1,1,0
460824640,1,1,0,1,0,1,1,0,1,1,1,1,0
461330640,1,1,0,1,0,1,1,0,1,1,1,1,0
461836639,1,1,0,1,0,1,1,0,1,1,1,1,0
462342641,1,1,0,1,0,1,1,0,1,1,1,1,0
462849165,1,1,0,1,0,1,1,0,1,1,1,1,0
463354640,1,1,0,1,0,1,1,0,1,1,1,1,0
463860665,1,1,0,1,0,1,1,0,1,1,1,1,0
464366640,1,1,0,1,0,1,1,0,1,1,1,1,0
464872640,1,1,0,1,0,1,1,0,1,1,1,1,0
465378640,1,1,0,1,0,1,1,0,1,1,1,1,0
465884641,1,1,0,1,0,1,1,0,1,1,1,1,0
466390640,1,1,0,1,0,1,1,0,1,1,1,1,0
466896639,1,1,0,1,0,1,1,0,1,1,1,1,0
467402640,1,1,0,1,0,1,1,0,1,1,1,1,0
467908640,1,1,0,1,0,1,1,0,1,1,1,1,0
468414640,1,1,0,1,0,1,1,0,1,1,1,1,0
468920639,1,1,0,1,0,1,1,0,1,1,1,1,0
469426724,1,1,0,1,0,1,1,0,1,1,1,1,0
469932639,1,1,0,1,0,1,1,0,1,1,1,1,0
470438640,1,1,0,1,0,1,1,0,1,1,1,1,0
470944861,1,1,0,1,0,1,1,0,1,1,1,1,0
471450654,1,1,0,1,0,1,1,0,1,1,1,1,0
471956640,1,1,0,1,0,1,1,0,1,1,1,1,0
472462640,1,1,0,1,0,1,1,0,1,1,1,1,0
472970212,1,1,0,1,0,1,1,0,1,1,1,1,0
473475656,1,1,0,1,0,1,1,0,1,1,1,1,0
473981639,1,1,0,1,0,1,1,0,1,1,1,1,0
474487640,1,1,0,1,0,1,1,0,1,1,1,1,0
474993639,1,1,0,1,0,1,1,0,1,1,1,1,0
475499640,1,1,0,1,0,1,1,0,1,1,1,1,0
476005642,1,1,0,1,0,1,1,0,1,1,1,1,0
476511641,1,1,0,1,0,1,1,0,1,1,1,1,0
477017640,1,1,0,1,0,1,1,0,1,1,1,1,0
477523643,1,1,0,1,0,1,1,0,1,1,1,1,0
477853641,1,1,1,0,0,1,1,0,0,0,1,1,0
477864679,1,1,1,0,0,1,1,0,0,0,1,1,0
478371640,1,1,1,0,0,1,1,0,0,0,1,1,0
478877718,1,1,1,0,0,1,1,0,0,0,1,1,0
479383639,1,1,1,0,0,1,1,0,0,0,1,1,0
479889679,1,1,1,0,0,1,1,0,0,0,1,1,0
480396085,1,1,1,0,0,1,1,0,0,0,1,1,0
480901670,1,1,1,0,0,1,1,0,0,0,1,1,0
481407640,1,1,1,0,0,1,1,0,0,0,1,1,0
481913639,1,1,1,0,0,1,1,0,0,0,1,1,0
482419641,1,1,1,0,0,1,1,0,0,0,1,1,0
482926001,1,1,1,0,0,1,1,0,0,0,1,1,0
483431673,1,1,1,0,0,1,1,0,0,0,1,1,0
483937640,1,1,1,0,0,1,1,0,0,0,1,1,0
484444669,1,1,1,0,0,1,1,0,0,0,1,1,0
484950660,1,1,1,0,0,1,1,0,0,0,1,1,0
485456639,1,1,1,0,0,1,1,0,0,0,1,1,0
485962640,1,1,1,0,0,1,1,0,0,0,1,1,0
486469670,1,1,1,0,0,1,1,0,0,0,1,1,0
486975642,1,1,1,0,0,1,1,0,0,0,1,1,0
487481639,1,1,1,0,0,1,1,0,0,0,1,1,0
487492640,1,1,1,0,0,1,1,0,0,0,1,1,0
487998732,1,1,1,0,0,1,1,0,0,0,1,1,0
488504641,1,1,1,0,0,1,1,0,0,0,1,1,0
489010640,1,1,1,0,0,1,1,0,0,0,1,1,0
489516850,1,1,1,0,0,1,1,0,0,0,1,1,0
490022639,1,1,1,0,0,1,1,0,0,0,1,1,0
490528640,1,1,1,0,0,1,1,0,0,0,1,1,0
491034642,1,1,1,0,0,1,1,0,0,0,1,1,0
491540640,1,1,1,0,0,1,1,0,0,0,1,1,0
492048639,1,1,1,0,0,1,1,0,0,0,1,1,0
492554660,1,1,1,0,0,1,1,0,0,0,1,1,0
493060639,1,1,1,0,0,1,1,0,0,0,1,1,0
493566640,1,1,1,0,0,1,1,0,0,0,1,1,0
494072859,1,1,1,0,0,1,1,0,0,0,1,1,0
494578640,1,1,1,0,0,1,1,0,0,0,1,1,0
495084640,1,1,1,0,0,1,1,0,0,0,1,1,0
495590655,1,1,1,0,0,1,1,0,0,0,1,1,0
496097729,1,1,1,0,0,1,1,0,0,0,1,1,0
496603640,1,1,1,0,0,1,1,0,0,0,1,1,0
497109725,1,1,1,0,0,1,1,0,0,0,1,1,0
497615642,1,1,1,0,0,1,1,0,0,0,1,1,0
498121640,1,1,1,0,0,1,1,0,0,0,1,1,0
498462942,1,1,1,0,0,1,1,0,0,0,1,1,0
498968639,1,1,1,0,0,1,1,0,0,0,1,1,0
499474675,1,1,1,0,0,1,1,0,0,0,1,1,0
499980640,1,1,1,0,0,1,1,0,0,0,1,1,0
500486640,1,1,1,0,0,1,1,0,0,0,1,1,0
500993107,1,1,1,0,0,1,1,0,0,0,1,1,0
501498639,1,1,1,0,0,1,1,0,0,0,1,1,0
502004639,1,1,1,0,0,1,1,0,0,0,1,1,0
502510639,1,1,1,0,0,1,1,0,0,0,1,1,0
503016669,1,1,1,0,0,1,1,0,0,0,1,1,0
503522640,1,1,1,0,0,1,1,0,0,0,1,1,0
504028640,1,1,1,0,0,1,1,0,0,0,1,1,0
504534639,1,1,1,0,0,1,1,0,0,0,1,1,0
505040697,1,1,1,0,0,1,1,0,0,0,1,1,0
505546640,1,1,1,0,0,1,1,0,0,0,1,1,0
506052640,1,1,1,0,0,1,1,0,0,0,1,1,0
506558783,1,1,1,0,0,1,1,0,0,0,1,1,0
507064662,1,1,1,0,0,1,1,0,0,0,1,1,0
507570639,1,1,1,0,0,1,1,0,0,0,1,1,0
508076664,1,1,1,0,0,1,1,0,0,0,1,1,0
508582639,1,1,1,0,0,1,1,0,0,0,1,1,0
509089042,1,1,1,0,0,1,1,0,0,0,1,1,0
509594639,1,1,1,0,0,1,1,0,0,0,1,1,0
509924742,0,1,1,0,0,1,1,0,0,0,1,1,0
509938768,0,1,1,0,0,1,1,0,0,0,1,1,0
509955691,0,1,1,0,0,1,1,0,0,0,1,1,0
510466639,0,1,1,0,0,1,1,0,0,0,1,1,0
