timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
248331459,248331418,0.69991606,8.238798e-06,1.1214683,1.5813096,0.088371985,1.6051162,1
248431437,248431396,0.7,8.166172e-06,-3.3900626,1.655854,0.77117133,1.6645316,1
248531587,248531544,0.7,8.099237e-06,-2.4591596,1.720205,0.39061663,1.7155141,1
248631463,248631422,0.69989556,8.03562e-06,0.087901115,1.7499516,0.00049059174,1.7500128,1
248731469,248731427,0.6998635,7.975184e-06,1.4406724,1.7826444,0.12936692,1.8092752,1
248831477,248831436,0.699965,7.917435e-06,0.56446874,1.8209703,0.019441709,1.8273224,1
248931537,248931496,0.7,7.860614e-06,-0.38142282,1.7915819,0.00902265,1.7850027,1
249031503,249031462,0.7,7.802014e-06,-0.6647171,1.7164494,0.028602246,1.7080563,1
249131511,249131470,0.699861,7.742474e-06,0.30869177,1.7229306,0.006145254,1.7237738,1
249231560,249231519,0.6999165,7.686769e-06,1.3728347,1.8000546,0.11633444,1.8213134,1
249331645,249331599,0.6999944,7.63369e-06,0.092634276,1.8063767,0.0005278282,1.8033547,1
249431534,249431492,0.7,7.5808243e-06,-0.1475879,1.7618074,0.0013737273,1.7558943,1
249531554,249531511,0.699858,7.5275434e-06,1.0898328,1.7333324,0.076136924,1.7451242,1
249631553,249631510,0.7,7.47702e-06,-0.42095032,1.8314226,0.010750548,1.8225234,1
249731576,249731533,0.7,7.43069e-06,-0.33984235,1.8871008,0.0068001323,1.8782032,1
249831577,249831534,0.7,7.3855767e-06,-0.57830393,1.8574098,0.020006081,1.8474253,1
249931644,249931599,0.6999298,7.3394926e-06,0.6553056,1.7972319,0.026548572,1.7987986,1
250031594,250031551,0.69984794,7.2934868e-06,1.9024423,1.8002278,0.2233845,1.8270833,1
250131635,250131589,0.69985604,7.249992e-06,2.563106,1.8998002,0.38422245,1.9451625,1
250231705,250231659,0.699967,7.2106773e-06,0.6563926,2.0252976,0.023637196,2.0237708,1
250331621,250331574,0.7,7.1742325e-06,-0.4919316,2.1221347,0.012670506,2.1104665,1
250431634,250431587,0.7,7.13907e-06,-0.6636885,2.098732,0.023320029,2.0870585,1
250531668,250531627,0.69999236,7.102767e-06,0.153233,2.0029285,0.0013025568,1.9949123,1
250631678,250631637,0.69993067,7.0655474e-06,1.3626179,1.9398695,0.106348924,1.9484781,1
250731666,250731624,0.69989693,7.028353e-06,2.0420313,1.9491493,0.23770438,1.9722899,1
250831667,250831626,0.69992334,6.993146e-06,1.6268582,2.0919964,0.14057107,2.1045675,1
250931678,250931637,0.69995743,6.960942e-06,0.9468342,2.1839428,0.045610424,2.1831903,1
251031682,251031641,0.6999152,6.9303437e-06,-0.6480067,2.1709304,0.02149169,2.1590948,1
251131738,251131697,0.6995412,6.9012226e-06,0.6417376,2.1572983,0.021211052,2.150521,1
251231732,251231691,0.69969976,6.8730774e-06,-0.88434887,2.0909977,0.04155767,2.0806828,1
251331759,251331718,0.6999859,6.8429613e-06,0.3029709,2.0572433,0.0049576247,2.048198,1
251431726,251431686,0.7,6.809493e-06,-0.2853817,2.0096478,0.004502874,1.9985573,1
251531760,251531699,0.7,6.773692e-06,-0.6280731,2.0178711,0.02172123,2.0065017,1
251631807,251631766,0.6998275,6.7383057e-06,1.3060936,2.0075657,0.09441397,2.0112753,1
251731786,251731745,0.7,6.7036603e-06,-2.2339067,1.9783462,0.28027558,1.9827942,1
251831848,251831800,0.7,6.668547e-06,-1.2120624,1.9126995,0.08534158,1.9047462,1
251931869,251931828,0.69992083,6.6317066e-06,1.5226967,1.846711,0.1395036,1.8545752,1
252031808,252031767,0.6998246,6.5967492e-06,-1.4776844,1.9411362,0.12498699,1.9364717,1
252131811,252131770,0.6998727,6.5639733e-06,-1.2982239,1.8855855,0.09931399,1.8795457,1
252231899,252231857,0.69958884,6.5327067e-06,0.19504106,1.8671938,0.0022637069,1.8577052,1
252331868,252331827,0.6996276,6.5013355e-06,-2.0482643,1.7995256,0.25904274,1.8057886,1
252431903,252431862,0.69999254,6.4702767e-06,-3.0752711,1.8644594,0.56360054,1.8928097,1
252531897,252531835,0.6999163,6.4396727e-06,1.7044483,1.8440086,0.17505005,1.8524289,1
252631937,252631895,0.69984037,6.4079754e-06,-0.12766673,1.8247863,0.0009924324,1.8144629,1
252731846,252731804,0.69983417,6.3770394e-06,0.7966155,1.7920707,0.03934593,1.7867676,1
252831954,252831913,0.7,6.34611e-06,-1.2393302,1.7626565,0.096819736,1.7576731,1
252931869,252931826,0.6999908,6.314058e-06,-1.1204097,1.7371141,0.08029396,1.7309847,1
253031999,253031958,0.69997567,6.285772e-06,0.47765774,1.7787899,0.014251693,1.7717856,1
253131897,253131856,0.69980276,6.2539025e-06,0.44862312,1.8341166,0.01219253,1.826281,1
253231994,253231953,0.6994958,6.226491e-06,0.8053588,1.8447789,0.039065376,1.8392509,1
253331912,253331871,0.6992715,6.2008558e-06,-1.3968185,1.8875492,0.114852175,1.8851047,1
253432108,253432068,0.6989992,6.1770966e-06,-0.22359759,1.8886116,0.002941366,1.878104,1
253531950,253531910,0.6990395,6.1525006e-06,-1.5319464,1.8747394,0.13909252,1.8750477,1
253632045,253632004,0.699064,6.1273417e-06,-0.9981135,1.875972,0.059005294,1.86984,1
