timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
413889889,413839043,396321,0.8025202,-0.24558468,0.942317,3
414402192,414369562,396321,0.78168476,-0.26465213,0.9534594,3
414850202,414823952,396321,0.70590466,-0.29367685,0.966823,3
415404949,415354007,396321,0.74831,-0.40352106,0.9953233,3
415896062,415883791,396321,0.76103044,-0.3997725,1.0204353,3
416365448,416337605,396321,0.76319015,-0.32046577,0.97278666,3
416920821,416867444,396321,0.79513544,-0.22861771,0.96270865,3
417411647,417397450,396321,0.8045391,-0.20043677,0.9772547,3
417881358,417852458,396321,0.7790415,-0.23162834,0.8853872,3
418329432,418306717,396321,0.8015315,-0.27390838,0.9558164,3
418926830,418913334,396321,0.77710193,-0.2959417,0.97497034,3
419396598,419367596,396321,0.77846706,-0.3273661,1.0192537,3
419844690,419822617,396321,0.7466459,-0.33181617,0.9531832,3
420399531,420352606,396321,0.5766622,-0.2772532,0.78195417,3
420911824,420882302,396321,0.73427236,-0.33030903,0.9548524,3
421359949,421336651,396321,0.65784395,-0.3241874,0.8808492,3
421914819,421866743,396321,0.6608389,-0.33110854,0.8961193,3
422427394,422396224,396321,0.67204297,-0.3408781,0.90615153,3
422875439,422851177,396321,0.705655,-0.3485307,0.9466204,3
423430801,423375864,396321,0.70846206,-0.33833775,0.9436699,3
423921361,423906033,396321,0.69098985,-0.32093334,0.92482334,3
424391134,424360403,396321,0.70949304,-0.3301158,0.931605,3
424839193,424814540,396321,0.69488066,-0.31313518,0.93393123,3
425393899,425344702,396321,0.7175343,-0.32381597,0.93880844,3
425906160,425875581,396321,0.6975659,-0.33066964,0.9315312,3
426354332,426330276,396321,0.71515167,-0.33009067,0.9701185,3
426908990,426860083,396321,0.73159015,-0.32929572,0.9619244,3
427421184,427390687,396321,0.73439646,-0.33709946,0.9689002,3
427869368,427845511,396321,0.7194607,-0.32603663,0.95097566,3
428424155,428375183,396321,0.7245701,-0.33009413,0.94966143,3
428894091,428829568,396321,0.7212443,-0.31995326,0.9605263,3
429384680,429359296,396321,0.7294841,-0.33800066,0.93977237,3
429833211,429814201,396321,0.722661,-0.32802972,0.9388578,3
430409202,430344455,396321,0.69166607,-0.30582243,0.9202529,3
430900199,430874405,396321,0.69452333,-0.32472622,0.89569646,3
