timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
303206347,303206224,4259850,4325386,0.0010543381,0.0014625452,0.0013497006,-0.0018160742,0.0050188066,-0.06152113,5000,4862,0,2,0
303706397,303706268,4259850,4325386,-0.0033870125,-0.00020612722,0.0012113601,0.0018275415,0.007537222,-0.029442376,5001,4862,0,2,0
304201434,304201310,4259850,4325386,-0.0026938186,0.00046463005,0.0012715507,0.001207928,0.005962194,-0.04939043,5000,4863,0,2,0
304701478,304701353,4259850,4325386,-0.0012865647,0.00096350815,-7.403482e-05,-0.0019113503,0.009305719,-0.056056,5000,4862,0,2,0
305201519,305201396,4259850,4325386,0.0057386975,-8.9881374e-05,-8.9060966e-05,-0.0048828702,-0.004484665,-0.03502129,5000,4862,0,2,0
305701567,305701439,4259850,4325386,0.0043181586,0.00090646447,0.0013288258,-0.008429518,-0.011577353,-0.035517674,5001,4862,0,2,0
306201606,306201482,4259850,4325386,0.00017864598,0.0038996544,0.0022902095,0.015057259,0.0018524318,-0.08203298,5001,4862,0,2,0
306706653,306706525,4259850,4325386,-0.00021949352,0.003291456,0.0023487483,0.007150031,0.0015561533,-0.099552326,5001,4863,0,2,0
307206690,307206567,4259850,4325386,-0.0004415385,0.0027384548,0.0020859013,0.009833489,0.0072883638,-0.08100716,5001,4863,0,2,0
307701736,307701609,4259850,4325386,-0.0010942919,0.0018703969,0.0023880852,-0.003550398,-0.0056571974,-0.07549456,5001,4863,0,2,0
