timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
465220411,465220343,4259850,1.7468096,-0.5746084,-7.600154,39.5,0,0,0,0,5
466222128,466222056,4259850,0.13790601,-6.604166,-11.247002,39.5,0,0,0,0,5
467224223,467224151,4259850,1.9153614,5.730761,-2.5589228,39.5,0,0,0,0,5
468223967,468223899,4259850,-0.58226985,14.801912,-6.535213,40.0,0,0,0,0,5
469221317,469221249,4259850,-1.8847156,-3.4859576,-11.545798,40.0,0,0,0,0,5
470223491,470223395,4259850,-1.8540698,0.5899313,-9.69939,40.0,0,0,0,0,5
471223209,471223139,4259850,2.5665843,-5.309382,-8.726386,40.0,0,0,0,0,5
472220504,472220435,4259850,-3.2790987,13.0934105,-16.020082,40.0,0,0,0,0,5
473222965,473222895,4259850,2.8653805,-0.42904094,-8.810662,40.0,0,0,0,0,5
474221980,474221910,4259850,3.5702336,0.09193735,-9.170751,40.0,0,0,0,0,5
475224051,475223983,4259850,3.28676,0.15322891,-9.323979,40.0,0,0,0,0,5
476221289,476221219,4259850,3.23313,0.099598795,-9.048167,40.0,0,0,0,0,5
477223315,477223245,4259850,3.3480518,0.32944214,-8.764693,40.0,0,0,0,0,5
478222910,478222831,4259850,3.2101457,0.22218192,-9.369947,40.0,0,0,0,0,5
479220047,479219978,4259850,3.317406,0.19919759,-9.094136,40.0,0,0,0,0,5
480222123,480222053,4259850,3.2944217,0.21452047,-9.094136,40.0,0,0,0,0,5
481222227,481222157,4259850,3.23313,0.17621325,-9.1784115,40.0,0,0,0,0,5
482223798,482223729,4259850,3.3557131,0.14556746,-8.841309,40.0,0,0,0,0,5
483220906,483220836,4259850,3.2637758,0.19153614,-9.017522,40.0,0,0,0,0,5
484222875,484222805,4259850,3.6162024,0.20685902,-9.255026,40.0,0,0,0,0,5
485224871,485224801,4259850,2.1222205,-1.1875241,-9.576807,40.5,0,0,0,0,5
486222068,486221997,4259850,-0.15322891,3.302083,-10.54981,40.5,0,0,0,0,5
487221788,487221717,4259850,-1.1951855,7.7227373,-3.5932178,40.5,0,0,0,0,5
488223951,488223730,4259850,-1.6395494,9.017522,-2.2448034,40.5,0,0,0,0,5
489223327,489223256,4259850,-1.5705963,10.082462,-1.9077,40.0,0,0,0,0,5
490222385,490222314,4259850,-2.0149603,10.925221,-1.6242265,40.5,0,0,0,0,5
491222028,491221958,4259850,-2.4133554,11.982501,-0.16089036,40.5,0,0,0,0,5
492224215,492224022,4259850,-2.7657819,11.208694,0.704853,40.5,0,0,0,0,5
493221840,493221709,4259850,-2.4440012,10.33529,0.86574334,40.5,0,0,0,0,5
494221375,494221305,4259850,-2.681506,9.385271,1.118571,40.5,0,0,0,0,5
495223524,495223438,4259850,-3.0339324,9.737698,0.88106626,40.5,0,0,0,0,5
496225607,496225531,4259850,-2.7274747,9.737698,1.0649409,40.5,0,0,0,0,5
497222351,497222281,4259850,-2.5052927,10.450212,0.0842759,40.5,0,0,0,0,5
498221996,498221926,4259850,-4.9569554,8.58848,-1.7161638,40.5,0,0,0,0,5
499224081,499224011,4259850,-5.0642157,2.267788,-7.9525805,40.5,0,0,0,0,5
500221228,500221157,4259850,0.14556746,-0.704853,-11.361924,40.5,0,0,0,0,5
501223216,501223146,4259850,-0.16089036,0.9040506,-9.990525,40.5,0,0,0,0,5
502222889,502222782,4259850,0.4367024,0.22218192,-11.208694,40.5,0,0,0,0,5
503224933,503224863,4259850,0.3371036,0.076614454,-9.668744,40.5,0,0,0,0,5
504222160,504222091,4259850,0.47500962,-0.3371036,-9.515515,40.5,0,0,0,0,5
505223642,505223569,4259850,-0.37541083,0.06895301,-8.772355,40.5,0,0,0,0,5
506223149,506223080,4259850,0.44436383,-0.19153614,-8.450575,41.0,0,0,0,0,5
507220258,507220187,4259850,1.1415554,1.3101072,-10.480858,41.0,0,0,0,0,5
508222186,508222117,4259850,0.26048914,0.88106626,-10.059478,41.0,0,0,0,0,5
509223975,509223899,4259850,0.29113492,0.31411928,-10.1667385,41.0,0,0,0,0,5
510220846,510220777,4259850,0.4903325,0.09193735,-9.913911,41.0,0,0,0,0,5
